"Type","Crop","Variety","tex1","tex2","tex3","minpH","maxpH","minTemp","maxTemp","minPrep","maxPrep","minAlti","maxAlti","drought_tolerant","pest_tolerant","availability","farmer_preference"
"Roots and Tubers","Arrow root","Dasheen","loamy moist soils","well-drained","deep","5.5",6.5,21,30,500,1500,900,1800,0,1,0,1
"Roots and Tubers","Arrow root","Eddoe","loamy moist soils","well-drained","deep","5.5",6.5,21,30,500,1500,900,1800,1,1,0,1
"Roots and Tubers","Arrow root","Rwandan","loamy moist soils","well-drained","deep","5.5",6.5,21,30,500,1500,900,1800,1,1,0,1
"Roots and Tubers","Arrow root","Famunera","loamy moist soils","well-drained","deep","5.5",6.5,21,30,500,1500,900,1800,0,1,1,1
"Roots and Tubers","Arrow root","Cuenca strain","loamy moist soils","well-drained","deep","5.5",6.5,21,30,500,1500,900,1800,0,1,0,1
"Roots and Tubers","Arrow root","San Pablo","loamy moist soils","well-drained","deep","5.5",6.5,21,30,500,1500,900,1800,0,1,0,1
"Roots and Tubers","Arrow root","Hybrid upland arrow root","loamy moist soils","well-drained","deep","5.5",6.5,21,30,500,1500,900,1800,1,1,1,1
"Cereals","Barley","Tumaini","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,2100,2400,0,0,1,0
"Cereals","Barley","Bima","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,1800,2400,0,1,1,1
"Cereals","Barley","Ahadi","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,2400,2700,0,1,1,1
"Cereals","Barley","Sabini","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,2100,2700,0,1,1,1
"Cereals","Barley","NGAO","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,1500,1800,0,0,1,1
"Cereals","Barley","BAHATI","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,500,1800,0,1,1,0
"Cereals","Barley","KARNE","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,1800,2100,0,1,1,1
"Cereals","Barley","QUENCH","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,1800,2400,0,0,1,1
"Cereals","Barley","PEBLICAN","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,1800,2400,0,1,1,1
"Cereals","Barley","NFC TIPPLE","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,1800,2400,0,0,1,1
"Cereals","Barley","COCKTAIL","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,1800,2400,0,1,1,1
"Cereals","Barley","GRACE","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,1800,2600,0,1,1,1
"Cereals","Barley","ALICIANA","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,1800,2600,0,1,1,1
"Cereals","Barley","CERISE LAUREL","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,500,1800,1,1,1,1
"Cereals","Barley","Planet","LOAM","CLAY LOAM","SILTY LOAM","5",8.3,15,30,400,800,1800,2600,0,1,1,0
"Roots and Tubers","Cassava","Migyera","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,300,1500,800,1800,1,0,1,1
"Roots and Tubers","Cassava","MH95/0183","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,300,1500,800,1800,1,1,1,1
"Roots and Tubers","Cassava","MM06/0138","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,300,1500,800,1800,1,1,0,1
"Roots and Tubers","Cassava","MM06/0139","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,300,1500,800,1800,1,1,0,1
"Roots and Tubers","Cassava","MM06/0174","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,300,1500,800,1800,0,0,0,1
"Roots and Tubers","Cassava","MM96/4271","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,300,1500,800,1800,1,1,0,1
"Roots and Tubers","Cassava","MM98/3567","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,300,1500,800,1800,1,0,0,1
"Roots and Tubers","Cassava","MM96/0686","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,300,1500,800,1800,1,1,0,1
"Roots and Tubers","Cassava","MM97/0293","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,300,1500,800,1800,1,1,0,1
"Roots and Tubers","Cassava","MM96/1642","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,300,1500,800,1800,1,1,1,1
"Roots and Tubers","Cassava","Kaleso","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,250,1300,15,1500,1,1,1,1
"Roots and Tubers","Cassava","Karembo","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,250,1300,15,1200,1,1,1,1
"Roots and Tubers","Cassava","Karibuni","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,250,1300,15,1200,1,1,1,1
"Roots and Tubers","Cassava","Tajirika","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,250,1300,15,1200,1,1,1,1
"Roots and Tubers","Cassava","Nzalauka","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,250,1300,15,1200,1,1,1,1
"Roots and Tubers","Cassava","Guzo","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,250,1300,1,700,1,1,1,1
"Roots and Tubers","Cassava","Siri","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,250,1300,15,1200,1,1,1,1
"Roots and Tubers","Cassava","Kibandameno","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,250,1300,15,1200,1,0,1,1
"Roots and Tubers","Cassava","Shibe","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,250,1300,15,1200,1,1,1,1
"Roots and Tubers","Cassava","KME1","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,200,1000,250,1500,1,1,1,1
"Roots and Tubers","Cassava","KME2","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,200,1000,250,1500,1,1,1,1
"Roots and Tubers","Cassava","KME3","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,200,1000,250,1500,1,1,1,1
"Roots and Tubers","Cassava","KME 4","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,200,1000,250,1500,1,1,1,1
"Roots and Tubers","Cassava","KME 61","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,200,1000,250,1500,1,1,1,1
"Roots and Tubers","Cassava","Mucericeri","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,200,1000,250,1750,1,0,1,1
"Roots and Tubers","Cassava","Katsuhanzala (990132)","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,250,1300,15,1200,1,1,1,1
"Roots and Tubers","Cassava","Katune (990005)","Sandy laom","Clay loam","Clay","5.5",7.5,15,30,250,1300,15,1200,1,1,1,1
"Legumes","Chickpea","LDT 065","Loam","Clay Loam","Clay","6",9,5,35,250,500,500,1800,1,1,1,0
"Legumes","Chickpea","LDT 0068","Loam","Clay Loam","Clay","6",9,5,35,250,500,500,1800,1,1,1,0
"Legumes","Chickpea","EU-CHANIA DESI 1","Loam","Sandy Loam","Sandy","6",9,5,35,250,500,600,1200,1,1,1,0
"Legumes","Chickpea","IICV 97105","Loam","Sandy Loam","Sandy","6",9,5,35,250,500,600,1200,1,1,1,0
"Legumes","Chickpea","IICV 95423/SAINA K 1","Loam","Sandy Loam","Sandy","6",9,5,35,250,500,600,1200,1,1,1,0
"Legumes","Chickpea","EUDCV001/ICCV92944/Chania Desi 1","Loam","Sandy Loam","Sandy","6",9,5,35,250,500,1500,2500,1,1,1,0
"Legumes","Chickpea","EUDCV00102/Chania Desi 1","Loam","Sandy Loam","Sandy","6",9,5,35,250,500,1500,2500,1,1,1,0
"Legumes","Climbing beans","Flora","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,200,2500,1500,2200,0,0,1,0
"Legumes","Climbing beans","Mvunikingi","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,200,2500,1500,2200,0,0,1,0
"Legumes","Climbing beans","Umubano","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,200,2500,1500,2200,0,0,1,0
"Legumes","Climbing beans","Mac 13 (Kenya Safi)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,200,2500,1400,2000,0,1,1,0
"Legumes","Climbing beans","Mac 34 (Kenya Tamu)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,200,2500,1400,2000,0,1,1,0
"Legumes","Climbing beans","Mac 64 (Kenya Mavuno)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,200,2500,1400,2000,0,1,1,0
"Legumes","Climbing beans","MN 14 (Kenya Madini)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,200,2500,1500,1900,0,0,1,1
"Legumes","Climbing beans","MN 17 (Kenya Manjano)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,200,2500,1500,1900,0,0,1,1
"Legumes","Climbing beans","MN 19 (Kenya Afya)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,200,2500,1500,1900,0,0,1,1
"Legumes","Common Bean","KAD 02 (Nyota)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,900,1800,1,1,1,0
"Legumes","Common Bean","KMR 11 (Angaza)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1200,1900,1,1,1,0
"Legumes","Common Bean","KMR 12 (Metameta)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1200,1900,1,1,1,0
"Legumes","Common Bean","KMR 13 (Faida)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1300,2000,0,1,1,0
"Legumes","Common Bean","Canadian Wonder (GLP 24)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1200,1800,0,1,1,0
"Legumes","Common Bean","Mwitemania (GLP X92)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,900,1600,0,1,1,0
"Legumes","Common Bean","Red Haricot (GLP 585)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1500,2000,0,1,1,0
"Legumes","Common Bean","Rose Coco (GLP 2)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1500,2200,0,1,1,0
"Legumes","Common Bean","Wairimu Dwarf","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,500,1700,0,0,1,0
"Legumes","Common Bean","Mwezi Moja (GLP 1004)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1200,1600,0,0,1,0
"Legumes","Common Bean","KAT/B-1 (Katheka)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1000,1800,1,1,1,0
"Legumes","Common Bean","KAT/B-9","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,900,1600,1,1,1,0
"Legumes","Common Bean","KAT X16","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,900,1600,1,1,1,0
"Legumes","Common Bean","KAT X56","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,900,1600,1,1,1,0
"Legumes","Common Bean","KAT X69","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1200,1800,1,1,1,0
"Legumes","Common Bean","Kenya Wonder","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1000,2000,1,1,1,0
"Legumes","Common Bean","Kenya Red Kidney (KCB 13-04)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1000,2100,1,1,1,0
"Legumes","Common Bean","KK 8 (SCAM-80/15)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1500,1800,0,0,1,0
"Legumes","Common Bean","KK 15 (MLB 49/879)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1500,1800,0,0,1,0
"Legumes","Common Bean","KK 22 (RWR 719)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1500,1800,1,1,1,0
"Legumes","Common Bean","Miezi Mbili","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1000,2000,1,1,1,0
"Legumes","Common Bean","New Mwezi Moja (GLP X1127)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1000,1500,1,1,1,0
"Legumes","Common Bean","Pinto Bean (GLP 92)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1000,1500,0,0,1,0
"Legumes","Common Bean","Kenya Early","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1100,1900,0,0,1,0
"Legumes","Common Bean","Super Rose Coco","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1000,2100,0,0,1,0
"Legumes","Common Bean","Kenya Sugar Bean","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1000,1900,0,0,1,0
"Legumes","Common Bean","Kabete Super","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1300,2000,0,0,1,0
"Legumes","Common Bean","Chelalang","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1800,2200,1,1,1,0
"Legumes","Common Bean","Tasha","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1500,2000,1,1,1,0
"Legumes","Common Bean","Cianku","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1500,2150,1,1,1,0
"Legumes","Common Bean","Mbingo","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1200,1600,1,1,1,0
"Legumes","Common Bean","KAT-RM 01 (KATRAM)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,900,1600,1,1,1,0
"Legumes","Common Bean","EMBEAN 14 (Mwende)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1200,2400,1,1,1,0
"Legumes","Common Bean","MN 1 (Rose Coco Madini)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1000,2200,1,1,1,0
"Legumes","Common Bean","MN 3 (Kenya Almasi)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1000,2200,1,1,1,0
"Legumes","Common Bean","MN 6 (Kenya Cheupe)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1000,2200,1,1,1,0
"Legumes","Common Bean","MN 9 (Kenya Maua)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1000,2200,1,1,1,0
"Legumes","Common Bean","KK Rose Coco - 194","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1500,2800,1,1,1,0
"Legumes","Common Bean","KK Red bean-16","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1500,2800,1,1,1,0
"Legumes","Common Bean","KAT-SW-12 (Kenya Mali)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,900,1700,1,1,1,0
"Legumes","Common Bean","KAT-SW-13 (Tamutamu)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,900,1700,1,1,1,0
"Legumes","Common Bean","KCB 13-02 (Kenya Mamboleo)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,900,1700,1,1,1,0
"Legumes","Common Bean","KCB 13-09 (Kenya Salama)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,900,1700,1,1,1,0
"Legumes","Common Bean","KCB 13-11 (KenStar)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,900,1700,1,1,1,0
"Legumes","Common Bean","KKRIL05/RED 13 (KK-Red Bean 13)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1500,2800,1,1,1,0
"Legumes","Common Bean","KKRIL05/CAL 33 (KK-Rose Coco 33)","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1500,2800,1,1,1,0
"Legumes","Common Bean","New Rose Coco","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1100,2000,1,1,1,0
"Legumes","Common Bean","Kat/ Bean 2","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,1200,1800,1,1,1,0
"Legumes","Common Bean","Kat/ Bean 9","LOAM","Silty clay loams","Sandy clay loams","5.5",7.5,15,33,300,500,900,1600,1,1,1,0
"Legumes","Cowpeas","KAT Kunde","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1700,1,1,1,0
"Legumes","Cowpeas","Kunde Faulu","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1700,1,1,1,0
"Legumes","Cowpeas","Kunde Tamu","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1700,1,1,1,0
"Legumes","Cowpeas","Kunde Soko","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1700,1,1,1,0
"Legumes","Cowpeas","Kunde Tumaini","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1700,1,1,1,0
"Legumes","Cowpeas","K 80","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1700,1,1,1,0
"Legumes","Cowpeas","KVU 27-1","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1700,1,1,1,0
"Legumes","Cowpeas","Machakos 66 (M66)","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1500,1,1,1,0
"Legumes","Cowpeas","HB 48/10E","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1200,1,1,1,0
"Legumes","Cowpeas","ICV11","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1500,1,1,1,0
"Legumes","Cowpeas","Ken Kunde","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1200,1,1,1,0
"Legumes","Cowpeas","Kunde 1","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1700,1,1,1,0
"Legumes","Cowpeas","KUNDE MBOGA","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1500,1,1,1,0
"Legumes","Cowpeas","KVU 419","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1200,1,1,1,0
"Legumes","Cowpeas","KCP022","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,5,1200,1,1,1,0
"Legumes","Cowpeas","MTW 610","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,1,1000,1,1,1,0
"Legumes","Cowpeas","MTW 63","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,1,1000,1,1,1,0
"Legumes","Cowpeas","SIMLAW KUNDE","SAND LOAM","SAND","SANDY CLAY LOAM","5",7.5,20,35,200,500,1,1500,1,1,1,0
"Legumes","Dolichos Beans","KAT/DL -1","LOAM","Sandy clay loams","clay","4.5",7.5,18,35,200,500,10,1600,1,0,1,0
"Legumes","Dolichos Beans","KAT/DL -2","LOAM","Sandy clay loams","clay","4.5",7.5,18,35,200,500,10,1600,1,0,1,0
"Legumes","Dolichos Beans","KAT/DL -3","LOAM","Sandy clay loams","clay","4.5",7.5,18,35,200,500,10,1600,1,0,1,0
"Legumes","Dolichos Beans","W7 (Eldo -KT Black 1)","LOAM","Sandy clay loams","clay","4.5",7.5,18,35,200,500,10,1600,1,0,1,0
"Legumes","Dolichos Beans","M5 (Eldo-KT Cream)","LOAM","Sandy clay loams","clay","4.5",7.5,18,35,200,500,10,1600,1,0,1,0
"Legumes","Dolichos Beans","B1 (Eldo-KT Maridadi)","LOAM","Sandy clay loams","clay","4.5",7.5,18,35,200,500,10,1600,1,0,1,1
"Legumes","Dolichos Beans","G1 (Eldo-KT Black 2)","LOAM","Sandy clay loams","clay","4.5",7.5,18,35,200,500,10,1600,1,0,1,1
"Cereals","Finger millet","P224","LOAM","SANDY LOAM","SANDY CLAY LOAM","4.5",8,20,34,250,500,1150,1750,0,1,1,0
"Cereals","Finger millet","Nakuru/FMI","LOAM","SANDY LOAM","SANDY CLAY LOAM","4.5",8,20,34,250,500,1750,2300,1,0,1,0
"Cereals","Finger millet","Kat/FM I","LOAM","SANDY LOAM","SANDY CLAY LOAM","4.5",8,20,34,250,500,250,1150,1,0,1,0
"Cereals","Finger millet","MARIDADI","LOAM","SANDY LOAM","SANDY CLAY LOAM","4.5",8,20,34,250,500,1150,1750,NA,1,1,0
"Cereals","Finger millet","KAK-WIMBI 1","LOAM","SANDY LOAM","SANDY CLAY LOAM","4.5",8,20,34,250,500,0,2500,1,1,1,0
"Cereals","Finger millet","KAK-WIMBI 2","LOAM","SANDY LOAM","SANDY CLAY LOAM","4.5",8,20,34,250,500,0,2500,1,1,1,0
"Cereals","Finger millet","KAK-WIMBI 3","LOAM","SANDY LOAM","SANDY CLAY LOAM","4.5",8,20,34,250,500,0,2500,1,1,1,0
"Cereals","Finger millet","MSU FM 60D","LOAM","SANDY LOAM","SANDY CLAY LOAM","4.5",8,20,34,250,500,0,1500,1,0,1,0
"Cereals","Finger millet","EUFM-401","LOAM","SANDY LOAM","SANDY CLAY LOAM","4.5",8,20,34,250,500,0,1500,1,0,1,0
"Cereals","Finger millet","EUFM-502","LOAM","SANDY LOAM","SANDY CLAY LOAM","4.5",8,20,34,250,500,1200,2200,0,0,1,0
"Cereals","Finger millet","EUFM-503","LOAM","SANDY LOAM","SANDY CLAY LOAM","4.5",8,20,34,250,500,800,1600,0,1,1,0
"Cereals","Finger millet","Snapping finger millet green","LOAM","SANDY LOAM","SANDY CLAY LOAM","4.5",8,20,34,250,500,800,1600,0,0,1,0
"Cereals","Foxtail Millet","Kat/Fox-1","Loam","Sandy Loam","Sandy","3",8,22,35,200,1500,250,1500,0,0,1,0
"Legumes","Garden Peas","Blue Moon","Loam","Sandy Loam","Clay","6",8,16,24,300,600,1200,2400,0,1,1,1
"Legumes","Garden Peas","Snow peas","Loam","Sandy Loam","Clay","6",8,16,24,300,600,1200,2400,0,0,1,1
"Legumes","Garden Peas","Mammoth Melting Sugar","Loam","Sandy Loam","Clay","6",8,16,24,300,600,1200,2400,0,0,1,1
"Legumes","Garden Peas","sugar snaps Peas","Loam","Sandy Loam","Clay","6",8,16,24,300,600,1200,2400,0,0,1,1
"Legumes","Garden Peas","Mammoth Melting Sugar","Loam","Sandy Loam","Clay","6",8,16,24,300,600,1200,2400,0,0,1,1
"Legumes","Garden Peas","Dwarf Grey Sugar","Loam","Sandy Loam","Clay","6",8,16,24,300,600,1200,2400,0,0,1,1
"Legumes","Garden Peas","Oregon Sugar Pod","Loam","Sandy Loam","Clay","6",8,16,24,300,600,1200,2400,0,0,1,1
"Legumes","Garden Peas","Sugar Snap""","Loam","Sandy Loam","Clay","6",8,16,24,300,600,1200,2400,0,0,1,1
"Legumes","Garden Peas","Toledo""","Loam","Sandy Loam","Clay","6",8,16,24,300,600,1200,2400,0,0,1,1
"Legumes","Garden Peas","Green Feast","loam","sandy Loam","Clay","6",7.5,10,30,400,500,750,2400,0,0,NA,1
"Legumes","Garden Peas","Earlicrop","loam","sandy Loam","Clay","6",7.5,10,30,400,500,750,2400,0,0,NA,1
"Legumes","Garden Peas","Onward","loam","sandy Loam","Clay","6",7.5,10,30,400,500,750,2400,0,0,NA,1
"Legumes","Garden Peas","Alderman","loam","sandy Loam","Clay","6",7.5,10,30,400,500,750,2400,0,0,NA,1
"Legumes","Greengram","Ndegu Tosha","SAND","SANDY LOAM","SANDY CLAY LOAM","5.5",7.5,21,30,200,500,350,1600,1,1,1,0
"Legumes","Greengram","Ndengu Karembo","SAND","SANDY LOAM","SANDY CLAY LOAM","5.5",7.5,21,30,200,500,350,1600,1,1,1,0
"Legumes","Greengram","Ndengu Biashara","SAND","SANDY LOAM","SANDY CLAY LOAM","5.5",7.5,21,30,200,500,350,1600,1,1,1,0
"Legumes","Greengram","N 26 (Nylon)","SAND","SANDY LOAM","SANDY CLAY LOAM","5.5",7.5,21,30,200,500,350,1600,1,1,1,0
"Legumes","Greengram","N 22  (Yellow gram)","SAND","SANDY LOAM","SANDY CLAY LOAM","5.5",7.5,21,30,200,500,350,1600,1,1,1,0
"Legumes","Greengram","KS 20 (Uncle)","SAND","SANDY LOAM","SANDY CLAY LOAM","5.5",7.5,21,30,200,500,350,1600,1,1,1,0
"Cereals","Lowland Irrigated Rice","NIBAM 10(Basmati 370)","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1100,1300,0,1,1,1
"Cereals","Lowland Irrigated Rice","NIBAM 11(Basmati 217)","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1100,1300,0,1,1,1
"Cereals","Lowland Irrigated Rice","NIBAM 108 (IR 2793-80-1)","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1700,0,1,1,1
"Cereals","Lowland Irrigated Rice","NIBAB 109(BW 196)","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,0,1,1,1
"Cereals","Lowland Irrigated Rice","NIBAM 110 (ITA 310)","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,0,1,1,1
"Cereals","Lowland Irrigated Rice","Trenasse","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1700,0,1,1,1
"Cereals","Lowland Irrigated Rice","SC 213","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1700,0,1,1,1
"Cereals","Lowland Irrigated Rice","TXD306","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,0,1,1,1
"Cereals","Lowland Irrigated Rice","
ARIZE Gold","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,0,1,1,0
"Cereals","Lowland Irrigated Rice","ARIZE TEJ Gold","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,0,1,1,1
"Cereals","Lowland Irrigated Rice","AFEXH004","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,0,0,1,1
"Cereals","Lowland Irrigated Rice","AFEXH001","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,500,0,0,1,1
"Cereals","Lowland Irrigated Rice","S5505*AT013","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,0,0,1,0
"Cereals","Lowland Irrigated Rice","S5517*AT013","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,0,0,1,0
"Cereals","Lowland Irrigated Rice","S5509*AT013","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,0,0,1,1
"Cereals","Lowland Irrigated Rice","AT054","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,0,0,1,1
"Cereals","Lowland Irrigated Rice","S5517*AT014","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,0,0,1,1
"Cereals","Lowland Irrigated Rice","S5505*AT034","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,0,0,1,0
"Cereals","Lowland Irrigated/rainfed Rice","Komboka(IR 05N221)","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,1,1,1,1
"Cereals","Lowland Irrigated/rainfed Rice","08FAN10","Clay","Clay loam","loam","5.5",7,22,35,1300,2000,1,1300,0,0,1,0
"Cereals","Maize","C5051","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,700,1000,1800,0,1,1,1
