"Type","Crop","Variety","tex1","tex2","tex3","minpH","maxpH","minTemp","maxTemp","minPrep","maxPrep","minAlti","maxAlti","drought_tolerant","pest_tolerant","availability","farmer_preference"
"Oil Crops","Palm tree","Dura","Loamy","Sandy Clay","Clay","4.5",7,22,33,1500,4000,300,1350,0,0,1,NA
"Oil Crops","Palm tree","Pisifera","Loamy","Sandy Clay","Clay","4.5",7,22,33,1500,4000,300,1350,0,0,1,NA
"Industrial Crops","Tea","TRFK 306","Sandy Loam","Loam",NA,"4",5.6,13,30,1000,2200,1500,2250,1,1,1,NA
"Industrial Crops","Tea","TRFK 704/2","Sandy Loam","Loam",NA,"4",5.6,13,30,1000,2200,1500,2250,1,1,1,NA
"Industrial Crops","Tea","TRFK 371/8","Sandy Loam","Loam",NA,"4",5.6,13,30,1000,2200,1500,2250,0,1,1,NA
"Industrial Crops","Tea","TRFK 597/1","Sandy Loam","Loam",NA,"4",5.6,13,30,1000,2200,1500,2250,1,1,1,NA
"Industrial Crops","Coffee","K7","Loam","SANDY LOAM",NA,"5.3",6,15,30,1000,2000,610,1830,1,1,1,NA
"Industrial Crops","Coffee","SL 28","Loam","SANDY LOAM",NA,"5.3",6,15,30,1000,2000,610,1830,0,0,1,NA
"Industrial Crops","Coffee","SL 34","Loam","SANDY LOAM",NA,"5.3",6,15,30,1000,2000,610,1830,0,0,1,NA
"Industrial Crops","Coffee","Ruiru 11","Loam","SANDY LOAM",NA,"5.3",6,15,30,1000,2000,610,1830,0,1,1,NA
"Industrial Crops","Coffee","Batian","Loam","SANDY LOAM",NA,"5.3",6,15,30,1000,2000,610,1830,0,1,1,NA
"Oil Crops","Jatropha","Jatropha curcas","Sandy Loam","Loam","Silty Loam","5.4",8.4,18,28,300,1500,300,1650,1,0,1,NA
"Oil Crops","Jatropha","Jatropha integreeeima","Sandy Loam","Loam","Silty Loam","5.4",8.4,18,28,300,1500,300,1650,1,0,1,NA
"Oil Crops","Jatropha","Jatropha gossypifolia","Sandy Loam","Loam","Silty Loam","5.4",8.4,18,28,300,1500,300,1650,1,0,1,NA
"Oil Crops","Jatropha","Jatropha glandulifera","Sandy Loam","Loam","Silty Loam","5.4",8.4,18,28,300,1500,300,1650,1,0,1,NA
"Oil Crops","Jatropha","Jatropha tanjorensis","Sandy Loam","Loam","Silty Loam","5.4",8.4,18,28,300,1500,300,1650,1,0,1,NA
"Oil Crops","Jatropha","Jatropha multifida","Sandy Loam","Loam","Silty Loam","5.4",8.4,18,28,300,1500,300,1650,1,0,1,NA
"Oil Crops","Jatropha","Jatropha podagrica","Sandy Loam","Loam","Silty Loam","5.4",8.4,18,28,300,1500,300,1650,1,0,1,NA
"Industrial Crops","Miraa","makata","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Miraa","matangoma","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Miraa","nyeusi","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Miraa","shurba","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Miraa","giza","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Miraa","kangeta","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Miraa","alele","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Miraa","lombolio","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Miraa","mbogua","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Miraa","ngoba","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Miraa","kathelwa","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Miraa","gathanga","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Miraa","matako","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Miraa","mogoka","Loam","SANDY LOAM",NA,"5",8.2,5,30,750,2500,1000,4000,1,0,1,NA
"Industrial Crops","Cocoa","A1","Sandy Loam","Loam",NA,"5",7.5,15,39,1000,1500,0,1000,1,0,1,NA
"Industrial Crops","Cocoa","B6","Sandy Loam","Loam",NA,"5",7.5,15,39,1000,1500,0,1000,1,0,1,NA
"Industrial Crops","Cocoa","C2","Sandy Loam","Loam",NA,"5",7.5,15,39,1000,1500,0,1000,1,0,1,NA
"Industrial Crops","Cocoa","C3","Sandy Loam","Loam",NA,"5",7.5,15,39,1000,1500,0,1000,1,0,1,NA
"Industrial Crops","Cocoa","D16","Sandy Loam","Loam",NA,"5",7.5,15,39,1000,1500,0,1000,1,0,1,NA
"Industrial Crops","Cocoa","Arizona","Sandy Loam","Loam",NA,"5",7.5,15,39,1000,1500,0,1000,1,0,1,NA
"Fruit Trees","pomegranate","Kandhari","Sandy Loam","Loam",NA,"6.5",7.5,20,38,800,1500,500,1750,1,0,1,NA
"Fruit Trees","pomegranate","Ganesh","Sandy Loam","Loam",NA,"6.5",7.5,20,38,800,1500,500,1750,1,0,1,NA
"Fruit Trees","pomegranate","Bhagwa","Sandy Loam","Loam",NA,"6.5",7.5,20,38,800,1500,500,1750,1,0,1,NA
"Fruit Trees","pomegranate","Miridula","Sandy Loam","Loam",NA,"6.5",7.5,20,38,800,1500,500,1750,1,0,1,NA
"Fruit Trees","pomegranate","Jyothi","Sandy Loam","Loam",NA,"6.5",7.5,20,38,800,1500,500,1750,1,0,1,NA
"Fruit Trees","pomegranate","Jalore seedless","Sandy Loam","Loam",NA,"6.5",7.5,20,38,800,1500,500,1750,1,0,1,NA
"Fruit Trees","pomegranate","Phule Arakta","Sandy Loam","Loam",NA,"6.5",7.5,20,38,800,1500,500,1750,1,0,1,NA
"Fruit Trees","pomegranate","Phule Bhagwa Super","Sandy Loam","Loam",NA,"6.5",7.5,20,38,800,1500,500,1750,1,0,0,NA
"Fruit Trees","pomegranate","Bhagwa Sindoor","Sandy Loam","Loam",NA,"6.5",7.5,20,38,800,1500,500,1750,1,0,0,NA
"Industrial Crops","Cotton","KSA 81 M","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1300,1,0,1,1
"Industrial Crops","Cotton","IRMA L457","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1650,1,0,1,0
"Industrial Crops","Cotton","DP 486","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1650,1,0,1,1
"Industrial Crops","Cotton","DP485","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1300,1,0,1,1
"Industrial Crops","Cotton","HA - 211","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1300,1,0,1,NA
"Industrial Crops","Cotton","HA - 701","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1300,1,0,1,NA
"Industrial Crops","Cotton","MAHYCO C 567","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1500,1,1,1,1
"Industrial Crops","Cotton","MAHYCO C 569","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1500,1,1,1,1
"Industrial Crops","Cotton","MAHYCO C 570","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1500,1,1,1,1
"Industrial Crops","Cotton","MAHYCO C 571","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1500,1,1,1,1
"Industrial Crops","Cotton","MAHYCO C 570 BT Gene","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1500,1,1,1,1
"Industrial Crops","Cotton","MAHYCO C 569 BT Gene","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1500,1,1,1,1
"Industrial Crops","Cotton","MAHYCO C 571 BT Gene","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1500,1,1,1,1
"Industrial Crops","Cotton","MAHYCO C 567 BT Gene","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1500,1,1,1,1
"Industrial Crops","Cotton","HART 89M","Light sandy","sandy clay","Clay Loam","5.5",8.5,21,27,500,1500,0,1500,1,1,1,1
"Oil Crops","Olives","Wing-leaved Wooden Pear","Sandy Loam","Loam","silty loam","6.5",8.5,1.5,10,400,700,800,2500,1,1,1,NA
"Oil Crops","Olives","Royal Jasmine","Sandy Loam","Loam","silty loam","6.5",8.5,1.5,10,400,700,800,2500,1,1,1,NA
"Oil Crops","Olives","Forest Jasmine","Sandy Loam","Loam","silty loam","6.5",8.5,1.5,10,400,700,800,2500,1,1,1,NA
"Oil Crops","Olives","Gold Coast Jasmine","Sandy Loam","Loam","silty loam","6.5",8.5,1.5,10,400,700,800,2500,1,1,1,NA
"Oil Crops","Olives","Ijzerhout","Sandy Loam","Loam","silty loam","6.5",8.5,1.5,10,400,700,800,2500,1,1,1,NA
"Oil Crops","Olives","Green Ash","Sandy Loam","Loam","silty loam","6.5",8.5,1.5,10,400,700,800,2500,1,1,1,NA
"Industrial Crops","Sugarcane","Co421","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1100,1600,0,0,1,NA
"Industrial Crops","Sugarcane","EAK69-47","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1300,1600,0,0,1,NA
"Industrial Crops","Sugarcane","EAK70-97","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1300,1600,0,0,1,NA
"Industrial Crops","Sugarcane","EAK71-402","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1300,1600,0,0,1,NA
"Industrial Crops","Sugarcane","CB38-22","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1300,1600,0,0,1,NA
"Industrial Crops","Sugarcane","Co1148","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1100,1600,0,0,1,NA
"Industrial Crops","Sugarcane","N14","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1100,1600,0,1,1,NA
"Industrial Crops","Sugarcane","Co945","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1300,1600,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 82-216","Loam","Clay loam","sandy","5",7,20,30,1000,1600,30,1600,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 82-219","Loam","Clay loam","sandy","5",7,20,30,1000,1600,30,1600,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 82-247","Loam","Clay loam","sandy","5",7,20,30,1000,1600,30,1600,0,1,1,NA
"Industrial Crops","Sugarcane","KEN 82-401","Loam","Clay loam","sandy","5",7,20,30,1000,1600,30,1600,0,1,1,NA
"Industrial Crops","Sugarcane","KEN 82-808","Loam","Clay loam","sandy","5",7,20,30,1000,1600,30,1600,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 83-737","Loam","Clay loam","sandy","5",7,20,30,1000,1600,30,1600,0,0,1,NA
"Industrial Crops","Sugarcane","EAK 73-335","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1200,1620,0,0,1,NA
"Industrial Crops","Sugarcane","D8484","Loam","Clay loam","sandy","5",7,20,30,1000,1600,30,1620,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 82-62","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1200,1620,0,1,1,NA
"Industrial Crops","Sugarcane","KEN 82-472","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1200,1620,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 82-121","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1100,1300,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 82-493","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1100,1300,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 82-601","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1100,1300,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 98 -367","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1100,1600,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 98 -530","Loam","Clay loam","sandy","5",7,20,30,1000,1600,30,1600,0,1,1,NA
"Industrial Crops","Sugarcane","KEN 98-533","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1100,1600,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 98 -551","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1100,1600,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 00 -13","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1100,1600,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 00-3548","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1100,1600,0,1,1,NA
"Industrial Crops","Sugarcane","KEN 00-3811","Loam","Clay loam","sandy","5",7,20,30,1000,1600,30,1600,0,0,1,NA
"Industrial Crops","Sugarcane","KEN 00-5873","Loam","Clay loam","sandy","5",7,20,30,1000,1600,1100,1600,0,1,1,NA
